Master Broker List (Ross's List),,,,,,Matched Information Present in Broker Generated Agency Name and Code List,,
CGAC.AGENCY.CODE,SUBTIER.CODE,AGENCY.NAME,ORIGINAL.SOURCE.FOR.CGAC.or.SubTier,SUBTIER.NAME,listsource.x,awarding_agency_name,awarding_sub_tier_agency_n,listsource.y
97,97F5,Department of Defense,OMB File,Washington Headquarters Services,CompiledList,Department of Defense (DOD),Washington Headquarters Services,BrokerGenerated
97,97F6,Department of Defense,NIST (2008),Office of Economic Adjustment,CompiledList,Department of Defense (DOD),Office of Economic Adjustment,BrokerGenerated
97,97F7,Department of Defense,OMB File,Joint Improvised Explosive Device Defeat Organization,CompiledList,Department of Defense,97F7: JOINT IMPROVISED EXPLOSIVE DEVICE DEFEAT ORGANIZATION (JIEDDO),BrokerGenerated
97,97F7,Department of Defense,OMB File,Joint Improvised Explosive Device Defeat Organization,CompiledList,Department of Defense (DOD),JOINT IMPROVISED EXPLOSIVE DEVICE DEFEAT ORGANIZATION (JIEDDO),BrokerGenerated
97,97GZ,Department of Defense,NIST (2008),U.S. Court of Appeals for the Armed Forces ,CompiledList,NA,NA,NA
97,97HW,Department of Defense,OMB File,Uniformed Services University of the Health Sciences,CompiledList,Department of Defense (DOD),Uniformed Services University of the Health Sciences,BrokerGenerated
97,97HW,Department of Defense,OMB File,Uniformed Services University of the Health Sciences,CompiledList,Department of Defense (DOD),UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS),BrokerGenerated
97,97JC,Department of Defense,OMB File,Missile Defense Agency,CompiledList,Department of Defense,97JC: MISSILE DEFENSE AGENCY (MDA),BrokerGenerated
97,97JC,Department of Defense,OMB File,Missile Defense Agency,CompiledList,Department of Defense (DOD),MISSILE DEFENSE AGENCY (MDA),BrokerGenerated
97,97NH,Department of Defense,NIST (2008),United States Naval Home,CompiledList,NA,NA,NA
97,97ZS,Department of Defense,OMB File,U.S. Special Operations Command,CompiledList,Department of Defense,97ZS: U.S. SPECIAL OPERATIONS COMMAND (USSOCOM),BrokerGenerated
97,97ZS,Department of Defense,OMB File,U.S. Special Operations Command,CompiledList,Department of Defense (DOD),U.S. SPECIAL OPERATIONS COMMAND (USSOCOM),BrokerGenerated
235,4835,Medicare Payment Adivisory Commission,CARS File & NIST (2008),Medicare Payment Advisory Commission,CompiledList,NA,NA,NA
254,Unknown (may not exist),"Revenue and Outlays, District of Columbia",CARS File,Unknown (May Not Exist),CompiledList,NA,NA,NA
272,923,Congressional-Executive Commission on People's Republic of China,CARS File & NIST (2008),Commission on the People’s Republic of China ,CompiledList,NA,NA,NA
274,Unknown (may not exist),Ronald Reagan Centennial Commission,CARS File,Unknown (May Not Exist),CompiledList,NA,NA,NA
275,Unknown (may not exist),Treasury FMS/FO/FASD/IFB,CARS File,Unknown (May Not Exist),CompiledList,NA,NA,NA
283,905,Dwight D. Eisenhower Memorial Commission,A-11 Circular and CARS File & NIST (2008),Dwight D. Eisenhower Memorial Commission,CompiledList,NA,NA,NA
289,938,Abraham Lincoln Bicentennial Commission,CARS File & NIST (2008),Abraham Lincoln Bicentennial Commission,CompiledList,NA,NA,NA
292,4860,United States-China Economic and Security Review Commission,CARS File & NIST (2008),United States-China Economic and Security Review Commission,CompiledList,NA,NA,NA
295,4864,United States Commission on International Religious Freedom,CARS File & NIST (2008),United States Commission on International Religious Freedom,CompiledList,NA,NA,NA
302,9515,Administrative Conference of the U.S.,OMB File,Administrative Conference of the U.S.,CompiledList,Administrative Conference Of The U. S.,9515: ADMINISTRATIVE CONFERENCE OF THE U. S.,BrokerGenerated
302,9515,Administrative Conference of the U.S.,OMB File,Administrative Conference of the U.S.,CompiledList,Administrative Conference of the U.S. (ACUS),ADMINISTRATIVE CONFERENCE OF THE U. S.,BrokerGenerated
302,9515,Administrative Conference of the U.S.,OMB File,Administrative Conference of the U.S.,CompiledList,Administrative Conference Of The U. S.,ADMINISTRATIVE CONFERENCE OF THE U. S.,BrokerGenerated
306,9530,Advisory Council on Historic Preservation,OMB File,Advisory Council on Historic Preservation,CompiledList,Advisory Council on Historic Preservation (ACHP),ADVISORY COUNCIL ON HISTORIC PRESERVATION,BrokerGenerated
306,9530,Advisory Council on Historic Preservation,OMB File,Advisory Council on Historic Preservation,CompiledList,Advisory Council On Historic Preservation,9530: ADVISORY COUNCIL ON HISTORIC PRESERVATION,BrokerGenerated
309,4602,Appalachian Regional Commission,A-11 & NIST (2008),Appalachian Regional Commission,CompiledList,NA,NA,NA
310,9532,Access Board,OMB File,Access Board,CompiledList,Access Board (USAB),ARCHITECTURAL AND TRANSPORTATION BARRIERS COMPLIANCE BOARD,BrokerGenerated
310,9532,Access Board,OMB File,Access Board,CompiledList,Architectural and Transportation Barriers Compliance Board,9532: ARCHITECTURAL AND TRANSPORTATION BARRIERS COMPLIANCE BOARD,BrokerGenerated
313,9560,Barry Goldwater Scholarship and Excellence In Education Foundation,OMB File,Barry Goldwater Scholarship and Excellence In Education Foundation,CompiledList,NA,NA,NA
321,9567,Commission for the Preservation of America's Heritage Abroad,CARS File & NIST (2008),Commission for the Preservation of America's Heritage Abroad ,CompiledList,NA,NA,NA
322,Unknown (may not exist),Commission for the Study of International Migration & Cooperative Economic Development,CARS File,Unknown (May Not Exist),CompiledList,NA,NA,NA
323,9537,Commission of Fine Arts,OMB File,Commission of Fine Arts,CompiledList,Commission of Fine Arts (CFA),COMMISSION OF FINE ARTS,BrokerGenerated
323,9537,Commission of Fine Arts,OMB File,Commission of Fine Arts,CompiledList,Commission of Fine Arts,9537: COMMISSION OF FINE ARTS,BrokerGenerated
326,9517,Commission on Civil Rights,OMB File,Commission on Civil Rights,CompiledList,NA,NA,NA
338,9518,Committee for Purchase from People Who Are Blind or Severely Disabled,OMB File,Committee for Purchase from People Who Are Blind or Severely Disabled,CompiledList,Committee for Purchase from People who are Blind or Severely Disabled,9518: COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED,BrokerGenerated
338,9518,Committee for Purchase from People Who Are Blind or Severely Disabled,OMB File,Committee for Purchase from People Who Are Blind or Severely Disabled,CompiledList,Committee for Purchase from People Who Are Blind or Severely Disabled (ABILITYONE),COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED,BrokerGenerated
339,9507,Commodity Futures Trading Commission,OMB File,Commodity Futures Trading Commission,CompiledList,Commodity Futures Trading Commission (CFTC),COMMODITY FUTURES TRADING COMMISSION,BrokerGenerated
339,9507,Commodity Futures Trading Commission,OMB File,Commodity Futures Trading Commission,CompiledList,Commodity Futures Trading Commission,9507: COMMODITY FUTURES TRADING COMMISSION,BrokerGenerated
339,9507,Commodity Futures Trading Commission,OMB File,Commodity Futures Trading Commission,CompiledList,Commodity Futures Trading Commission,COMMODITY FUTURES TRADING COMMISSION,BrokerGenerated
345,9593,United States Court of Appeals for Veterans Claims,OMB File,United States Court of Appeals for Veterans Claims,CompiledList,NA,NA,NA
347,9516,Defense Nuclear Facilities Safety Board,OMB File,Defense Nuclear Facilities Safety Board,CompiledList,Defense Nuclear Facilities Safety Board,DEFENSE NUCLEAR FACILITIES SAFETY BOARD,BrokerGenerated
347,9516,Defense Nuclear Facilities Safety Board,OMB File,Defense Nuclear Facilities Safety Board,CompiledList,Defense Nuclear Facilities Safety Board (DNFSB),DEFENSE NUCLEAR FACILITIES SAFETY BOARD,BrokerGenerated
347,9516,Defense Nuclear Facilities Safety Board,OMB File,Defense Nuclear Facilities Safety Board,CompiledList,Defense Nuclear Facilities Safety Board,9516: DEFENSE NUCLEAR FACILITIES SAFETY BOARD,BrokerGenerated
349,Unknown (may not exist),District of Columbia Courts,A-11 Circular,Unknown (May Not Exist),CompiledList,NA,NA,NA
352,7800,Farm Credit Administration,OMB File,Farm Credit Administration,CompiledList,NA,NA,NA
352,7881,Farm Credit Administration,OMB File,Banks for Cooperatives,CompiledList,NA,NA,NA
352,7883,Farm Credit Administration,OMB File,Federal Intermediate Credit Banks,CompiledList,NA,NA,NA
352,7884,Farm Credit Administration,OMB File,Farm Credit Banks,CompiledList,NA,NA,NA
352,7885,Farm Credit Administration,OMB File,Federal Land Banks,CompiledList,NA,NA,NA
352,7886,Farm Credit Administration,OMB File,Farm Credit System Financial Assistance Corporation,CompiledList,NA,NA,NA
352,7887,Farm Credit Administration,OMB File,Federal Land Bank Associations,CompiledList,NA,NA,NA
352,7888,Farm Credit Administration,OMB File,Farm Credit Systems Insurance Corporation,CompiledList,NA,NA,NA
352,7889,Farm Credit Administration,OMB File,Federal Agricultural Mortgage Corporation,CompiledList,NA,NA,NA
360,9506,Federal Election Commission,OMB File,Federal Election Commission,CompiledList,Federal Election Commission,9506: FEDERAL ELECTION COMMISSION,BrokerGenerated
360,9506,Federal Election Commission,OMB File,Federal Election Commission,CompiledList,Federal Election Commission,FEDERAL ELECTION COMMISSION,BrokerGenerated
360,9506,Federal Election Commission,OMB File,Federal Election Commission,CompiledList,Federal Election Commission (FEC),FEDERAL ELECTION COMMISSION,BrokerGenerated
362,9562,Federal Financial Institutions Examination Council,OMB File,Federal Financial Institutions Examination Council,CompiledList,NA,NA,NA
364,9540,Federal Housing Finance Board,OMB File,Federal Housing Finance Board,CompiledList,NA,NA,NA
364,95HL,Federal Housing Finance Board,OMB File,Federal Home Loan Banks,CompiledList,NA,NA,NA
368,9504,Federal Mine Safety and Health Review Commission,OMB File,Federal Mine Safety and Health Review Commission,CompiledList,Federal Mine Safety and Health Review Commission,9504: FEDERAL MINE SAFETY AND HEALTH REVIEW COMMISSION,BrokerGenerated
368,9504,Federal Mine Safety and Health Review Commission,OMB File,Federal Mine Safety and Health Review Commission,CompiledList,Federal Mine Safety and Health Review Commission,FEDERAL MINE SAFETY AND HEALTH REVIEW COMMISSION,BrokerGenerated
368,9504,Federal Mine Safety and Health Review Commission,OMB File,Federal Mine Safety and Health Review Commission,CompiledList,Federal Mine Safety and Health Review Commission (FMSHRC),FEDERAL MINE SAFETY AND HEALTH REVIEW COMMISSION,BrokerGenerated
372,9510,Harry S Truman Scholarship Foundation,OMB File,Harry S Truman Scholarship Foundation,CompiledList,NA,NA,NA
373,9535,Institute of American Indian and Alaska Native Culture and Arts Development,OMB File,Institute of American Indian and Alaska Native Culture and Arts Development,CompiledList,NA,NA,NA
376,4854,U.S. Interagency Council on Homelessness,OMB File,U.S. Interagency Council on Homelessness,CompiledList,NA,NA,NA
376,4865,U.S. Interagency Council on Homelessness,OMB File,U.S. Interagency Council on Homelessness,CompiledList,NA,NA,NA
376,9554,U.S. Interagency Council on Homelessness,OMB File,U.S. Interagency Council on Homelessness,CompiledList,NA,NA,NA
381,9541,James Madison Memorial Fellowship Foundation,OMB File,James Madison Memorial Fellowship Foundation,CompiledList,NA,NA,NA
382,9512,Japan-United States Friendship Commission,OMB File,Japan-United States Friendship Commission,CompiledList,NA,NA,NA
387,9513,Marine Mammal Commission,OMB File,Marine Mammal Commission,CompiledList,NA,NA,NA
389,4100,Merit Systems Protection Board,OMB File,Merit Systems Protection Board,CompiledList,Merit Systems Protection Board,4100: MERIT SYSTEMS PROTECTION BOARD,BrokerGenerated
389,4100,Merit Systems Protection Board,OMB File,Merit Systems Protection Board,CompiledList,Merit Systems Protection Board (MSPB),MERIT SYSTEMS PROTECTION BOARD,BrokerGenerated
389,4100,Merit Systems Protection Board,OMB File,Merit Systems Protection Board,CompiledList,Merit Systems Protection Board,MERIT SYSTEMS PROTECTION BOARD,BrokerGenerated
394,9502,National Capital Planning Commission,OMB File,National Capital Planning Commission,CompiledList,NA,NA,NA
400,9527,National Commission On Libraries & Information Science,CARS File & NIST (2008),National Commission on Libraries and Information Science,CompiledList,NA,NA,NA
413,9509,National Council on Disability,A-11 Circular & NIST (2008),National Council on Disability,CompiledList,NA,NA,NA
417,5900,National Endowment for the Arts,NIST (2008),National Foundation on the Arts and the Humanities,CompiledList,NA,NA,NA
417,5915,National Endowment for the Arts,NIST (2008),Federal Council on the Arts and the Humanities ,CompiledList,NA,NA,NA
417,5920,National Endowment for the Arts,OMB File,National Endowment for the Arts,CompiledList,National Foundation on the Arts and the Humanities,NA,BrokerGenerated
417,5920,National Endowment for the Arts,OMB File,National Endowment for the Arts,CompiledList,NATIONAL ENDOWMENT FOR THE ARTS,National Endowment for the Arts,BrokerGenerated
417,5920,National Endowment for the Arts,OMB File,National Endowment for the Arts,CompiledList,National Foundation on the Arts and the Humanities,5920: NATIONAL ENDOWMENT FOR THE ARTS,BrokerGenerated
417,5920,National Endowment for the Arts,OMB File,National Endowment for the Arts,CompiledList,National Foundation on the Arts and the Humanities,National Endowment for the Arts,BrokerGenerated
417,5920,National Endowment for the Arts,OMB File,National Endowment for the Arts,CompiledList,National Endowment for the Arts (NEA),National Endowment for the Arts,BrokerGenerated
417,5963,National Endowment for the Arts,NIST (2008),National Council on the Arts,CompiledList,NA,NA,NA
417,5966,National Endowment for the Arts,NIST (2008),National Council on the Humanities,CompiledList,NA,NA,NA
418,5940,National Endowment for the Humanities,OMB File,National Endowment for the Humanities,CompiledList,National Endowment for the Humanities (NEH),National Endowment for the Humanities,BrokerGenerated
420,6300,National Labor Relations Board,OMB File,National Labor Relations Board,CompiledList,National Labor Relations Board (NLRB),NATIONAL LABOR RELATIONS BOARD,BrokerGenerated
420,6300,National Labor Relations Board,OMB File,National Labor Relations Board,CompiledList,National Labor Relations Board,NATIONAL LABOR RELATIONS BOARD,BrokerGenerated
420,6300,National Labor Relations Board,OMB File,National Labor Relations Board,CompiledList,National Labor Relations Board,6300: NATIONAL LABOR RELATIONS BOARD,BrokerGenerated
421,9524,National Mediation Board,OMB File,National Mediation Board,CompiledList,National Mediation Board,9524: NATIONAL MEDIATION BOARD,BrokerGenerated
421,9524,National Mediation Board,OMB File,National Mediation Board,CompiledList,National Mediation Board (NMB),NATIONAL MEDIATION BOARD,BrokerGenerated
424,9508,National Transportation Safety Board,OMB File,National Transportation Safety Board,CompiledList,National Transportation Safety Board (NTSB),NATIONAL TRANSPORTATION SAFETY BOARD,BrokerGenerated
424,9508,National Transportation Safety Board,OMB File,National Transportation Safety Board,CompiledList,National Transportation Safety Board,NATIONAL TRANSPORTATION SAFETY BOARD,BrokerGenerated
424,9508,National Transportation Safety Board,OMB File,National Transportation Safety Board,CompiledList,National Transportation Safety Board,9508: NATIONAL TRANSPORTATION SAFETY BOARD,BrokerGenerated
428,8291,Neighborhood Reinvestment Corporation,A-11 Circular & NIST (2008),Neighborhood Reinvestment Corporation,CompiledList,NA,NA,NA
431,4856,Nuclear Waste Technical Review Board,OMB File,Nuclear Waste Technical Review Board,CompiledList,NA,NA,NA
432,9514,Occupational Safety and Health Review Commission,OMB File,Occupational Safety and Health Review Commission,CompiledList,Occupational Safety and Health Review Commission (OSHRC),OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION,BrokerGenerated
432,9514,Occupational Safety and Health Review Commission,OMB File,Occupational Safety and Health Review Commission,CompiledList,Occupational Safety and Health Review Commission,OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION,BrokerGenerated
432,9514,Occupational Safety and Health Review Commission,OMB File,Occupational Safety and Health Review Commission,CompiledList,Occupational Safety and Health Review Commission,9514: OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION,BrokerGenerated
434,9549,Office of Government Ethics,OMB File,Office of Government Ethics,CompiledList,Office of Government Ethics,9549: OFFICE OF GOVERNMENT ETHICS,BrokerGenerated
434,9549,Office of Government Ethics,OMB File,Office of Government Ethics,CompiledList,Office of Government Ethics (OGE),OFFICE OF GOVERNMENT ETHICS,BrokerGenerated
