PSC CODE,PRODUCT AND SERVICE CODE NAME,START DATE,END DATE,PRODUCT AND SERVICE CODE FULL NAME,PRODUCT AND SERVICE CODE EXCLUDES,PRODUCT AND SERVICE CODE NOTES,PRODUCT AND SERVICE CODE INICLUDES
N087,INSTALLATION OF EQUIPMENT- AGRICULTURAL SUPPLIES,10/1/11,,Installation of Equipment: Agricultural Supplies,,,
N088,INSTALLATION OF EQUIPMENT- LIVE ANIMALS,10/1/11,,Installation of Equipment: Live Animals,,,
N089,INSTALLATION OF EQUIPMENT- SUBSISTENCE,10/1/11,,Installation of Equipment: Subsistence,,,
N091,"INSTALLATION OF EQUIPMENT- FUELS, LUBRICANTS, OILS, AND WAXES",10/1/11,,"Installation of Equipment: Fuels, Lubricants, Oils, and Waxes",,,
N093,INSTALLATION OF EQUIPMENT- NONMETALLIC FABRICATED MATERIALS,10/1/11,,Installation of Equipment: Nonmetallic Fabricated Materials,,,
N094,INSTALL OF NONMETALIC CRUDE MAT,10/1/91,9/30/11,Installation of Equipment: Nonmetallic Crude Materials,,,
N095,"INSTALLATION OF EQUIPMENT- METAL BARS, SHEETS, AND SHAPES",10/1/11,,"Installation of Equipment: Metal Bars, Sheets, and Shapes",,,
N096,INSTALL OF ORES & MINERALS,10/1/91,9/30/11,"Installation of Equipment: Ores, Minerals, and Their Primary Products",,,
N099,INSTALL OF MISC EQ,10/15/78,9/30/11,Installation of Equipment: Miscellaneous,,,
P,SALVAGE SERVICES,10/1/79,,,,,
P1,DISPOSAL OF EXCESS/SURPLUS PROPERTY,10/1/79,,,,,
P100,DISPOSAL OF SURPLUS PROPERTY,10/15/78,9/30/11,Preparation and Disposal of Excess and Surplus Property,,,
P2,SALVAGE OF AIRCRAFT,10/1/79,,,,,
P200,SALVAGE OF AIRCRAFT,2/15/81,9/30/11,Salvage of Aircraft,,,
P3,SALVAGE OF MARINE VESSELS,10/1/79,,,,,
P300,SALVAGE OF MARINE VESSELS,10/15/78,9/30/11,Salvage of Marine Vessels,,,
P4,DEMOLITION OF BUILDINGS,10/1/79,,,,,
P400,SALVAGE- DEMOLITION OF BUILDINGS,10/1/11,,Demolition of Buildings,,,
P5,DEMOLITION OF NONBUILDING FACILITY,10/1/79,,,,,
P500,DEMOLITION OF STRUCTURES/FACILITIES,4/15/80,9/30/11,Demolition of Structures or Facilities (Other than Buildings),,,
P9,OTHER SALVAGE SERVICES,10/1/79,,,,,
P999,SALVAGE- OTHER,10/1/11,,Other Salvage Services,,,
Q,MEDICAL SERVICES,10/1/79,,,,,
Q1,DEPENDENT MEDICARE SERVICES,10/1/79,,,,,
Q101,MEDICAL- DEPENDENT MEDICARE,10/1/11,,Dependent Medicare Services,,,
Q2,GENERAL HEALTH CARE SERVICES,10/1/79,,,,,
Q201,GENERAL HEALTH CARE SERVICES,10/15/78,9/30/11,General Health Care Services,,,
Q3,LABORATORY TESTING SERVICES,10/1/79,,,,,
Q301,MEDICAL- LABORATORY TESTING,10/1/11,,Laboratory Testing Services,,,
Q4,"NURSING, NURSING HOME, EVAL/SCREEN",10/1/79,,,,,
Q401,NURSING SERVICES,10/15/78,9/30/11,Nursing Services,,,
Q402,NURSING HOME CARE CONTRACTS,10/15/78,9/30/11,Nursing Home Care Contracts,,,
Q403,EVALUATION AND SCREENING,5/15/89,9/30/11,Evaluation and Screening,,,
Q5,"MEDICAL, DENTAL, AND SURGICAL SVCS",10/1/79,,,,,
Q501,ANESTHESIOLOGY SERVICES,10/15/78,9/30/11,Anesthesiology Services,,,
Q502,CARDIO-VASCULAR SERVICES,10/15/78,9/30/11,Cardio-Vascular Services,,,
Q503,MEDICAL- DENTISTRY,10/1/11,,Dentistry Services,,,
Q504,MEDICAL- DERMATOLOGY,10/1/11,,Dermatology Services,,,
Q505,MEDICAL- GASTROENTEROLOGY,10/1/11,,Gastroenterology Services,,,
Q506,MEDICAL- GERIATRIC,10/1/11,,Geriatric Services,,,
Q507,MEDICAL- GYNECOLOGY,10/1/11,,Gynecology Services,,,
Q508,MEDICAL- HEMATOLOGY,10/1/11,,Hematology Services,,,
Q509,INTERNAL MEDICINE SERVICES,10/15/79,9/30/11,Internal Medicine Services,,,
Q510,MEDICAL- NEUROLOGY,10/1/11,,Neurology Services,,,
Q511,MEDICAL- OPHTHALMOLOGY,10/1/11,,Ophthalmology Services,,,
Q512,OPTOMETRY SERVICES,10/15/78,9/30/11,Optometry Services,,,
Q513,ORTHOPEDIC SERVICES,10/15/78,9/30/11,Orthopedic Services,,,
Q514,MEDICAL- OTOLARYNGOLOGY,10/1/11,,Otolaryngology Services,,,
Q515,PATHOLOGY SERVICES,10/15/78,9/30/11,Pathology Services,,,
Q516,PEDIATRIC SERVICES,10/15/79,9/30/11,Pediatric Services,,,
Q517,MEDICAL- PHARMACOLOGY,10/1/11,,Pharmacology Services,,,
Q518,PHYSICAL MEDICINE & REHABILITATION,10/15/78,9/30/11,Physical Medicine and Rehabilitation Services,,,
Q519,MEDICAL- PSYCHIATRY,10/1/11,,Psychiatry Services,,,
Q520,MEDICAL- PODIATRY,10/1/11,,Podiatry Services,,,
Q521,MEDICAL- PULMONARY,10/1/11,,Pulmonary Services,,,
Q522,MEDICAL- RADIOLOGY,10/1/11,,Radiology Services,,,
Q523,MEDICAL- SURGERY,10/1/11,,Surgery Services,,,
Q524,MEDICAL- THORACIC,10/1/11,,Thoracic Services,,,
Q525,UROLOGY SERVICES,7/15/79,9/30/11,Urology Services,,,
Q526,MEDICAL/PSYCH CONSULTATION SVCS,2/15/81,9/30/11,Medical/Psychiatric Consultation Services,,,
Q527,NUCLEAR MEDICINE,3/15/89,9/30/11,Nuclear Medicine,,,
Q6,CERTIFIED MEDICAL SUPPORT,10/1/15,,Certified Medical Support,,,
Q601,MEDICAL CODING AND AUDITING,10/1/15,,Medical Coding and Auditing,,,
Q602,MEDICAL RECORDS,10/1/15,,Medical Records,,,
Q603,MEDICAL TRANSCRIPTIONS,10/1/15,,Medical Transcriptions,,,
Q7,SPECIALIZED TECHNICAL/ MEDICAL SUPPORT,10/1/15,,Specialized Technical/ Medical Support,,,
Q701,SPECIALIZED MEDICAL SUPPORT,10/1/15,,Specialized  Medical Support,,,"Medical billing, third party liability, tumor registar, referral management, medical evaluation board, nursing support; no direct patient care."
Q702,TECHNICAL MEDICAL SUPPORT,10/1/15,,Technical Medical Support,,,"Medical logistics, biomedical equipment, occupational/public health, medical supply, medical readiness."
Q8,CLERICAL MEDICAL SUPPORT,10/1/15,,Clerical Medical Support,,,
Q801,MEDICAL APPOINTING SERVICES,10/1/15,,Medical Appointing Services,,,
Q802,CLERICAL MEDICAL SUPPORT,10/1/15,,Clerical Medical Support,,,"Office/ward clerks, admission and disposition, medical secretaries, and healthcare program assistants."
Q9,OTHER MEDICAL SERVICES,10/1/79,,,,,
Q999,OTHER MEDICAL SERVICES,10/15/78,9/30/11,Other Medical Services,,,
R,"SUPPORT SVCS (PROF, ADMIN, MGMT)",10/1/79,,,,,
R1,BUILDINGS AND FACILITIES (OBSOLETE),10/1/79,,,,,
R111,BLDGS & FAC / ADMIN & SVC BLDGS,10/1/91,7/31/99,,,,
R112,BLDGS & FAC / AIRFIELD & MSL FAC,10/1/91,7/31/99,,,,
R113,BLDGS & FAC / EDUCATIONAL BLDGS,10/1/91,7/31/99,,,,
R114,BLDGS & FAC / HOSPITAL BUILDINGS,10/1/91,7/31/99,,,,
R115,BLDGS & FAC / INDUSTRIAL BLDGS,10/1/91,7/31/99,,,,
R116,BLDGS & FAC  / RESIDENTIAL BLDGS,8/15/88,7/31/99,,,,
R117,BLDGS & FAC / WAREHOUSE BLDGS,10/1/91,7/31/99,,,,
R118,BLDGS & FAC / R&D FACILITIES,10/1/91,7/31/99,,,,
R119,BLDGS & FAC / OTHER BUILDINGS,10/1/91,7/31/99,,,,
R121,NON-BLDG / CONSERVATION & DEV,10/1/91,7/31/99,,,,
R122,NON-BLDG / HWYS-ROADS-BRIDGES,10/1/91,7/31/99,,,,
R123,NON-BLDG / ELECTRIC POWER GENR,10/1/91,7/31/99,,,,
R124,NON-BLDG / UTILITIES,10/1/91,7/31/99,,,,
R129,NON-BLDG / OTHER,10/1/91,7/31/99,,,,
R199,,,9/30/03,,,,
R2,ARCHITECT-ENGINEER (OBSOLETE CODES),10/1/79,,,,,
R211,A/E - NON CONTRUCT - GENERAL,3/15/89,7/31/99,,,,
R212,A/E - DRAFTING ENGINEERING,10/1/91,7/31/99,,,,
R213,A/E - INSPECT - NON CONTRUCT,10/1/91,7/31/99,,,,
R214,A/E - MANAGEMENT ENGINEERING,10/1/91,7/31/99,,,,
R215,A/E - PRODUCTION ENGINEERING,10/1/91,7/31/99,,,,
R216,A/E - MARINE ENGINEERING,10/1/91,7/31/99,,,,
R219,OTHER ARCHITECTS & ENGIN GEN,7/15/89,7/31/99,,,,
R3,ADP SERVICES (OBSOLETE CODES),10/1/79,,,,,
R301,ADP FACILITY MANAGEMENT,10/1/91,7/31/99,,,,
R302,ADP SYSTEMS DEVELOP & PROGRAMMING,11/15/88,7/31/99,,,,
R303,ADP SVCS/DATA ENTRY,10/15/87,7/31/99,,,,
R304,ADP SVCS/DATA TRANSMISSION,10/1/91,7/31/99,,,,
R305,ADP TELEPROCESSING SVCS,10/1/91,7/31/99,,,,
R306,ADP SYSTEM ANALYSIS,11/15/90,7/31/99,,,,
R307,AUTOMATED INFORMATION SYSTEM SVCS,7/15/89,7/31/99,,,,
R399,OTHER ADP SVCS,12/15/90,7/31/99,,,,
R4,PROFESSIONAL SERVICES,10/1/79,,,,,
R401,PERSONAL CARE SERVICES,10/1/91,9/30/11,"Personal Care Services (includes such services as barber and beauty shop, shoe repairs, tailoring, etc.)",,,
R402,REAL ESTATE BROKERAGE SERVICES,10/1/91,9/30/11,Real Estate Brokerage Services,,,
R403,REAL ESTATE BROKERAGE SERVICES,10/1/91,7/31/99,,,,
R404,PROF SVCS/LAND SURVEYS - CADASTRAL,10/15/78,9/30/11,"Land Surveys, Cadastral Services (non-construction)",,,
R405,SUPPORT- PROFESSIONAL: OPERATIONS RESEARCH/QUANTITATIVE ANALYSIS,10/1/11,,Operations Research and Quantitative Analysis Services,,,
R406,SUPPORT- PROFESSIONAL: POLICY REVIEW/DEVELOPMENT,10/1/11,,Policy Review/Development Services,,,
R407,PROGRAM EVALUATION SERVICES,10/15/78,9/30/11,Program Evaluation Services,,,
R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,10/1/11,,Program Management/Support Services,Excludes:Program Evaluations/Review/Dev(PSC R410); Contract/Procurement/Acquisition Support (PSC R707),,Includes: Situations Where The Contractor is Solely Responsible for Program Management As Well As Situations Where the Contractor Provides Program Management Support to A Government Program Manager
R409,PROGRAM REVIEW/DEVELOPMENT SERVICES,10/15/78,9/30/11,Program Review/Development Services,,,
R410,SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/REVIEW/DEVELOPMENT,10/1/11,,,Excludes:Program Management/Support(PSC R408); Contract/Procurement/Acquisition Support (PSC R707),,"PROGRAM MANAGEMENT/SUPPORT (PSC R408), CONTRACT/PROCUREMENT/ACQUISITION SUPPORT (PSC R707)"
R411,SUPPORT- PROFESSIONAL: REAL PROPERTY APPRAISALS,10/1/11,,Real Property Appraisals Services (SIC 6531),,,
R412,SUPPORT- PROFESSIONAL: SIMULATION,10/1/11,,Simulation,,,
R413,SUPPORT- PROFESSIONAL: SPECIFICATIONS DEVELOPMENT,10/1/11,,Specifications Development Services,,,
R414,SYSTEMS ENGINEERING SERVICES,10/15/78,9/30/11,Systems Engineering Services,,,
R415,PROF SVCS/TECH SHARING-UTIL,11/15/78,9/30/11,Technology Sharing/Utilization Services,,,
R416,SUPPORT- PROFESSIONAL: VETERINARY/ANIMAL CARE,10/1/11,,Veterinary/Animal Care Services,,,
R418,LEGAL SERVICES,10/15/83,9/30/11,Legal Services,,,
R419,EDUCATIONAL SERVICES,10/15/83,9/30/11,Educational Services,,,
R420,SUPPORT- PROFESSIONAL: CERTIFICATIONS AND ACCREDITATIONS (OTHER THAN EDUC OR INFO TECH C&A),10/1/11,,Certifications and Accreditations for products and institutions other than educational institutions,Excludes: Educational Institutions and Information Technology Certifications and Accredations,,
R421,TECHNICAL ASSISTANCE,3/15/83,9/30/11,Technical Assistance,,,
R422,MARKET RESEARCH & PUBLIC OPINION SE,10/15/80,9/30/11,"Market Research and Public Opinion Services (includes telephone and field interviews, focus testing, and surveys)",,,
R423,SUPPORT- PROFESSIONAL: INTELLIGENCE,10/1/11,,Intelligence Services,,,
R424,SUPPORT- PROFESSIONAL: EXPERT WITNESS,10/1/11,,Expert Witness,,,
R425,ENGINEERING AND TECHNICAL SERVICES,10/15/83,9/30/11,Engineering and Technical Services,,,
R426,SUPPORT- PROFESSIONAL: COMMUNICATIONS,10/1/11,,Communications Services,,,
R427,PROF SVCS/WEATHER RPT-OBSERV,10/1/91,9/30/11,Weather Reporting/Observation Services,,,
R428,SUPPORT- PROFESSIONAL: INDUSTRIAL HYGIENICS,10/1/11,,Industrial Hygienics,,,
R429,SUPPORT- PROFESSIONAL: EMERGENCY RESPONSE/DISASTER PLANNING/PREPAREDNESS SUPPORT,10/1/11,,,,,
R430,SUPPORT- PROFESSIONAL: PHYSICAL SECURITY AND BADGING,10/1/11,,,,,
R431,SUPPORT- PROFESSIONAL: HUMAN RESOURCES,10/1/11,,,,,
R497,PERSONAL SERVICES CONTRACTS,12/15/79,9/30/11,Personal Services Contracts,,,
R498,SUPPORT- PROFESSIONAL: PATENT AND TRADEMARK,10/1/11,,Patent and Trademark Services,,,
R499,OTHER PROFESSIONAL SERVICES,11/15/87,9/30/11,Other Professional Services,,,
R5,STUDIES (OBSOLETE CODES),10/1/79,,,,,
R502,STUDY/AIR QUALITY,10/1/91,7/31/99,,,,
R503,STUDY/ARCHEOLOGICAL-PALEONTOLOGICAL,10/1/91,7/31/99,,,,
R504,STUDY/CHEMICAL-BIOLOGICAL,8/15/88,7/31/99,,,,
R505,STUDY/COST BENEFIT,10/1/91,7/31/99,,,,
R506,STUDY/DATA - OTHER THAN SCIENTIFIC,10/1/91,7/31/99,,,,
R507,STUDY/ECONOMIC/SOCIO-ECO AND LABOR,5/15/91,7/31/99,,,,
R509,STUDY/ENDANGERED SPECIES-PLANT/ANIM,10/1/91,7/31/99,,,,
R510,STUDY/ENVIRONMENTAL ASSESSMENTS,10/1/91,7/31/99,,,,
R511,STUDY/ENVIRONMENTAL BASELINE,10/1/91,7/31/99,,,,
R512,STUDY/ENVIRONMENTAL IMPACT,10/1/91,7/31/99,,,,
R513,STUDY/FEASIBILITY - NON-CONTRUCT,10/1/91,7/31/99,,,,
R516,STUDY/FISHERIES AND ANIMAL,10/1/91,7/31/99,,,,
R517,STUDY/GEOLOGICAL,10/1/91,7/31/99,,,,
R518,STUDY/GEOPHYSICAL,10/1/91,7/31/99,,,,
R519,STUDY/GEOTECHNICAL,10/1/91,7/31/99,,,,
R520,STUDY/GRAZING-RANGE USE,10/1/91,7/31/99,,,,
R521,STUDY/HISTORICAL,10/1/91,7/31/99,,,,
R522,STUDY/LEGAL-LITIGATION,10/1/91,7/31/99,,,,
R524,STUDY/MATHEMATICAL-STATISTICAL,10/1/91,7/31/99,,,,
R525,STUDY/NATURAL RESOURCE,10/1/91,7/31/99,,,,
R526,STUDY/OCEANOLOGICAL,10/1/91,7/31/99,,,,
R527,STUDY/RECREATION,10/1/91,7/31/99,,,,
R528,STUDY/REGULATORY,10/1/91,7/31/99,,,,
R529,STUDY/SCIENTIFIC DATA,10/1/91,7/31/99,,,,
R530,STUDY/SEISMOLOGICAL,10/1/91,7/31/99,,,,
R532,STUDY/SOILS,10/1/91,7/31/99,,,,
R533,STUDY/WATER QUALITY,10/1/91,7/31/99,,,,
R534,STUDY/WILDLIFE,10/1/91,7/31/99,,,,
R537,STUDY/MEDICAL AND HEALTH,10/1/91,7/31/99,,,,
R538,STUDY/INTELLIGENCE,10/1/91,7/31/99,,,,
R539,STUDY/AERONAUTIC/SPACE,10/1/91,7/31/99,,,,
R540,STUDY/BUILDING TECHNOLOGY,10/1/91,7/31/99,,,,
R541,STUDY/DEFENSE,10/1/91,7/31/99,,,,
R542,STUDY/EDUCATIONAL,10/1/91,7/31/99,,,,
R543,STUDY/ENERGY,10/1/91,7/31/99,,,,
R544,STUDY/TECHNOLOGY,10/1/91,7/31/99,,,,
R545,STUDY/HOUSING AND COMMUNITY DEVELOP,10/1/91,7/31/99,,,,
R546,STUDY/SECURITY (PHYSICAL & PERSONAL,10/1/91,7/31/99,,,,
R547,STUDY/ACCOUNTING/FINANCIAL MGT,10/1/91,7/31/99,,,,
R548,STUDY/TRADE ISSUES,10/1/91,7/31/99,,,,
R549,STUDY/FOREIGN & NAT'L SECURITY POL,10/1/91,7/31/99,,,,
R550,STUDY/ORGANIZATION/ADMIN/PERSONNEL,9/15/88,7/31/99,,,,
R551,STUDY/MOBILIZATION/PREPAREDNESS,10/1/91,7/31/99,,,,
R552,STUDY/MANPOWER,10/1/91,7/31/99,,,,
R553,STUDY/COMMUNICATIONS,10/1/91,7/31/99,,,,
R554,STUDY/ACQUISITION POLICY/PROCEDURES,10/1/91,7/31/99,,,,
R599,OTHER SPECIAL STUDY & ANALYSES,10/1/91,7/31/99,,,,
R6,ADMINISTRATIVE SUPPORT SERVICES,10/1/79,,,,,
R601,ADMIN SVCS/MATERIAL MANAGEMENT,10/1/91,7/31/99,,,,
R602,SUPPORT- ADMINISTRATIVE: COURIER/MESSENGER,10/1/11,,Courier and Messenger Services,,,
R603,TRANSCRIPTION SERVICES,10/15/82,9/30/11,Transcription Services,,,
R604,SUPPORT- ADMINISTRATIVE: MAILING/DISTRIBUTION,10/1/11,,Mailing and Distribution Services,Excludes: Courier/Messenger (PSC R602),,
R605,SUPPORT- ADMINISTRATIVE: LIBRARY,10/1/11,,Library Services,,,
R606,COURT REPORTING SERVICES,9/15/82,9/30/11,Court Reporting Services,,,
R607,WORD PROCESSING/TYPING SERVICES,10/15/82,9/30/11,Word Processing/Typing Services,,,
R608,SUPPORT- ADMINISTRATIVE: TRANSLATION AND INTERPRETING,10/1/11,,Translation and Interpreting Services(Including Sign Language),,,
R609,STENOGRAPHIC SERVICES,10/15/85,9/30/11,Stenographic Services,,,
R610,SUPPORT- ADMINISTRATIVE:- PERSONAL PROPERTY MANAGEMENT,10/1/11,,Personal Property Management Services,,,
R611,SUPPORT- ADMINISTRATIVE: CREDIT REPORTING,10/1/11,,Credit Reporting Services,,,
R612,SUPPORT- ADMINISTRATIVE: INFORMATION RETRIEVAL,10/1/11,,Information Retrieval,,,"Includes: Service Related to Search and Storage of Text Images, Video, and Other Such Data"
R613,POST OFFICE SERVICES,10/1/91,9/30/11,Post Office Services,,,
R614,PAPER SHREDDING SERVICES,10/1/91,9/30/11,Paper Shredding Services,,,
R615,SUPPORT- ADMINISTRATIVE: BACKGROUND INVESTIGATION,10/1/11,,,,,
R699,OTHER ADMINISTRATIVE SUPPORT SVCS,1/15/83,9/30/11,Other Administrative Support Services,,,
R7,MANAGEMENT SUPPORT SERVICES,10/1/79,,,,,
R701,ADVERTISING SERVICES,10/15/78,9/30/11,Advertising Services,,,
R702,DATA COLLECTION SERVICES,10/15/78,9/30/11,Data Collection Services,,,
R703,ACCOUNTING SERVICES,10/15/78,9/30/11,Accounting Services (NOTE:  New code created for Financial Services See R710 below),,,
R704,SUPPORT- MANAGEMENT: AUDITING,10/1/11,,Auditing Services,,,
R705,SUPPORT- MANAGEMENT: DEBT COLLECTION,10/1/11,,Debt Collection Services,,,
R706,LOGISTICS SUPPORT SERVICES,10/15/83,9/30/11,Logistics Support Services,,,
R707,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT,10/1/11,,"Contract, Procurement, and Acquisition Support Services",,,
R708,SUPPORT- MANAGEMENT: PUBLIC RELATIONS,10/1/11,,"Public Relations Services(includes writing services, event planning and management, media relations, radio and television analysis, and press services)",,,
R709,ONGOING AUDIT OPERATIONS SUPPORT,1/15/86,9/30/11,Ongoing Audit Operations Support,,,
R710,FINANCIAL SERVICES,7/15/87,9/30/11,Financial Services (includes credit card services and any other financial services.  See revision to description for code R703 above),,,
R711,BANKING SERVICES,10/1/91,9/30/11,"Banking Services(includes accepting and cashing government checks and other payment instruments, accepting direct deposits, accepting payments to the government from the public)",,,
R712,SUPPORT- MANAGEMENT: COIN MINTING,10/1/11,,Coin Minting,,,
R713,SUPPORT- MANAGEMENT: BANKNOTE PRINTING,10/1/11,,Banknote Printing,,,
R799,OTHER MANAGEMENT SUPPORT SERVICES,10/15/78,9/30/11,Other Management Support Services,,,
S,UTILITIES AND HOUSEKEEPING,10/1/79,,,,,
S1,UTILITIES,10/1/79,,,,,
S111,UTILITIES- GAS,10/1/11,,Gas Services,,,
S112,UTILITIES- ELECTRIC,10/1/11,,Electric Services,,,
S113,TELEPHONE AND-OR COMMUNICATIONS SER,10/15/78,9/30/11,"Telephone and/or Communications Services (includes Telegraph, Telex, and Cablevision Services)",,,
S114,WATER SERVICES,10/15/78,9/30/11,Water Services,,,
S119,UTILITIES- OTHER,10/1/11,,Other Utilities,,,
S2,HOUSEKEEPING SERVICES,10/1/79,,,,,
S201,HOUSEKEEPING- CUSTODIAL JANITORIAL,10/1/11,,Custodial Janitorial Services,,,
S202,FIRE PROTECTION SERVICES,10/15/78,9/30/11,Fire Protection Services,,,
S203,HOUSEKEEPING- FOOD,10/1/11,,Food Services,,,
S204,HOUSEKEEPING- FUELING AND OTHER PETROLEUM,10/1/11,,Fueling and Other Petroleum Services - Excluding Storage,,,
S205,TRASH/GARBAGE COLLECTION,10/15/78,9/30/11,Trash/Garbage Collection Services - Including Portable Sanitation Services,,,
S206,HOUSEKEEPING- GUARD,10/1/11,,Guard Services,,,
S207,INSECT AND RODENT CONTROL SERVICES,10/15/78,9/30/11,Insect and Rodent Control Services,,,
S208,HOUSEKEEPING- LANDSCAPING/GROUNDSKEEPING,10/1/11,,Landscaping/Groundskeeping Services,,,
S209,LAUNDRY AND DRYCLEANING SERVICES,10/15/78,9/30/11,Laundry and DryCleaning Services,,,
S211,SURVEILLANCE SERVICES,10/15/78,9/30/11,Surveillance Services,,,
S212,HOUSEKEEPING- SOLID FUEL HANDLING,10/1/11,,Solid Fuel Handling Services,,,
S213,MESSENGER SVCS,10/1/91,7/31/99,,,,
S214,HOUSEKEEPING- CARPET LAYING/CLEANING,10/1/11,,Carpet Laying and Cleaning,,,
S215,WAREHOUSING AND STORAGE SERVICES,11/15/83,9/30/11,Warehousing and Storage Services,,,
S216,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,10/1/11,,Facilities Operations Support Services,,,
S217,INTERIOR PLANTSCAPING,9/15/91,9/30/11,Interior Plantscaping,,,
S218,HOUSEKEEPING- SNOW REMOVAL/SALT,10/1/11,,Snow Removal/Salt Service (also spreading aggregate or other snow melting material),,,
S219,ASBESTOS REMOVAL,10/15/88,7/31/99,,,,
S220,TRAVEL AGENT SERVICES,10/1/91,7/31/99,,,,
S221,HAZARDOUS WASTE REMOVAL,10/1/91,7/31/99,,,,
S222,WASTE TREATMENT AND STORAGE,10/15/88,9/30/11,Waste Treatment and Storage,,,
S299,HOUSEKEEPING- OTHER,10/1/11,,Other Housekeeping Services,,,
T,"PHOTO, MAP, PRINT, PUBLICATION",10/1/79,,,,,
T0,"PHOTOGR, MAPPING, PRINTING, PUBLISH",10/1/79,,,,,
T001,ARTS/GRAPHICS SERVICES,10/15/78,9/30/11,Arts/Graphics Services,,,
T002,PHOTO/MAP/PRINT/PUBLICATION- CARTOGRAPHY,10/1/11,,Cartography Services,,,
T003,CATALOGING SERVICES,5/15/79,9/30/11,Cataloging Services,,,
T004,CHARTING SERVICES,2/15/80,9/30/11,Charting Services,,,
T005,PHOTO/MAP/PRINT/PUBLICATION- FILM PROCESSING,10/1/11,,Film Processing Services,,,
T006,PHOTO/MAP/PRINT/PUBLICATION- FILM/VIDEO TAPE PRODUCTION,10/1/11,,Film/Video Tape Production Services,,,
T007,PHOTO/MAP/PRINT/PUBLICATION- MICROFORM,10/1/11,,Microform Services,,,
T008,PHOTOGRAMMETRY SERVICES,10/15/78,9/30/11,Photogrammetry Services,,,
T009,AERIAL PHOTOGRAPHIC SERVICES,10/15/78,9/30/11,Aerial Photographic Services,,,
T010,PHOTO/MAP/PRINT/PUBLICATION- GENERAL PHOTOGRAPHIC: STILL,10/1/11,,General Photographic Services - Still,,,
T011,PRINT/BINDING SERVICES,10/15/78,9/30/11,Print/Binding Services,,,
T012,REPRODUCTION SERVICES,10/15/78,9/30/11,Reproduction Services,,,
T013,PHOTO/MAP/PRINT/PUBLICATION- TECHNICAL WRITING,10/1/11,,Technical Writing Services,,,
T014,TOPOGRAPHY SERVICES,10/15/78,9/30/11,Topography Services,,,
T015,PHOTO/MAP/PRINT/PUBLICATION- GENERAL PHOTOGRAPHIC: MOTION,10/1/11,,General Photographic Services - Motion,,,
T016,PHOTO/MAP/PRINT/PUBLICATION- AUDIO/VISUAL,10/1/11,,Audio/Visual Services,,,
T099,PHOTO/MAP/PRINT/PUBLICATION- OTHER,10/1/11,,"Other Photographic, Mapping, Printing, and Publication Services",,,
U,EDUCATION AND TRAINING,10/1/79,,,,,
U0,EDUCATION AND TRAINING SERVICES,10/1/79,,,,,
U001,LECTURES FOR TRAINING,10/15/78,9/30/11,Lectures For Training,,,
U002,PERSONNEL TESTING,10/15/78,9/30/11,Personnel Testing,,,
U003,RESERVE TRAINING (MILITARY),12/15/78,9/30/11,Reserve Training (Military),,,
U004,SCIENTIFIC AND MANAGEMENT EDUCATION,10/15/78,9/30/11,Scientific and Management Education,,,
U005,EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES,10/1/11,,"Tuition, Registration, and Membership Fees",,,
U006,EDUCATION/TRAINING- VOCATIONAL/TECHNICAL,10/1/11,,Vocational/Technical,,,
U007,FACULTY SALARIES DEPENDENT SCHOOLS,10/15/78,9/30/11,Faculty Salaries for Dependent Schools,,,
U008,TRAINING/CURRICULUM DEVELOPMENT,10/15/89,9/30/11,Training/Curriculum Development,,,
U009,EDUCATION/TRAINING- GENERAL,10/1/11,,Education Services,,,
U010,EDUCATION/TRAINING- CERTIFICATIONS/ACCREDITATIONS FOR EDUCATIONAL INSTITUTIONS,10/1/11,,Certifications and Accreditations for Educational Institutions,Excludes: Information Technology Certifications and Accreditations,,
U011,EDUCATION/TRAINING- AIDS/HIV,10/1/11,,AIDS Training,,,
