PSC CODE,length,PRODUCT AND SERVICE CODE NAME,START DATE,END DATE,PRODUCT AND SERVICE CODE FULL NAME,PRODUCT AND SERVICE CODE EXCLUDES,PRODUCT AND SERVICE CODE NOTES,PRODUCT AND SERVICE CODE INCLUDES
M1FZ,4,OPERATION OF OTHER RESIDENTIAL BUILDINGS,2011-10-01,,,,,
M1GA,4,OPERATION OF AMMUNITION STORAGE BUILDINGS,2011-10-01,,,,,
M1GB,4,OPERATION OF FOOD OR GRAIN STORAGE BUILDINGS,2011-10-01,,,,,
M1GC,4,OPERATION OF FUEL STORAGE BUILDINGS,2011-10-01,,,,,
M1GD,4,OPERATION OF OPEN STORAGE FACILITIES,2011-10-01,,,,,
M1GZ,4,OPERATION OF OTHER WAREHOUSE BUILDINGS,2011-10-01,,,,,
M1HA,4,OPERATION OF GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) R&D FACILITIES,2011-10-01,,,,,
M1HB,4,OPERATION OF GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) R&D FACILITIES,2011-10-01,,,,,
M1HC,4,OPERATION OF GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) ENVIRONMENTAL LABORATORIES,2011-10-01,,,,,
M1HZ,4,OPERATION OF GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) ENVIRONMENTAL LABORATORIES,2011-10-01,,,,,
M1JA,4,OPERATION OF MUSEUMS AND EXHIBITION BUILDINGS,2011-10-01,,,,,
M1JB,4,OPERATION OF TESTING AND MEASUREMENT BUILDINGS,2011-10-01,,,,,
M1JZ,4,OPERATION OF MISCELLANEOUS BUILDINGS,2011-10-01,,,,,
M1KA,4,OPERATION OF DAMS,2011-10-01,,,,,
M1KB,4,OPERATION OF CANALS,2011-10-01,,,,,
M1KC,4,OPERATION OF MINE FIRE CONTROL FACILITIES,2011-10-01,,,,,
M1KD,4,OPERATION OF MINE SUBSIDENCE CONTROL FACILITIES,2011-10-01,,,,,
M1KE,4,OPERATION OF SURFACE MINE RECLAMATION FACILITIES,2011-10-01,,,,,
M1KF,4,OPERATION OF DREDGING FACILITIES,2011-10-01,,,,,
M1KZ,4,OPERATION OF OTHER CONSERVATION AND DEVELOPMENT FACILITIES,2011-10-01,,,,,
M1LA,4,OPERATION OF AIRPORT SERVICE ROADS,2011-10-01,,,,,
M1LB,4,"OPERATION OF HIGHWAYS, ROADS, STREETS, BRIDGES, AND RAILWAYS",2011-10-01,,,,,RESURFACING
M1LC,4,OPERATION OF TUNNELS AND SUBSURFACE STRUCTURES,2011-10-01,,,,,
M1LZ,4,OPERATION OF PARKING FACILITIES,2011-10-01,,,,,
M1MA,4,OPERATION OF EPG FACILITIES - COAL,2011-10-01,,,,,
M1MB,4,OPERATION OF EPG FACILITIES - GAS,2011-10-01,,,,,
M1MC,4,OPERATION OF EPG FACILITIES - GEOTHERMAL,2011-10-01,,,,,
M1MD,4,OPERATION OF EPG FACILITIES - HYDRO,2011-10-01,,,,,
M1ME,4,OPERATION OF EPG FACILITIES - NUCLEAR,2011-10-01,,,,,
M1MF,4,OPERATION OF EPG FACILITIES - PETROLEUM,2011-10-01,,,,,
M1MG,4,OPERATION OF EPG FACILITIES - SOLAR,2011-10-01,,,,,
M1MH,4,OPERATION OF EPG FACILITIES - WIND,2011-10-01,,,,,
M1MZ,4,"OPERATION OF EPG FACILITIES - OTHER, INCLUDING TRANSMISSION",2011-10-01,,,,,
M1NA,4,OPERATION OF FUEL SUPPLY FACILITIES,2011-10-01,,,,,
M1NB,4,OPERATION OF HEATING AND COOLING PLANTS,2011-10-01,,,,,
M1NC,4,OPERATION OF POLLUTION ABATEMENT AND CONTROL FACILITIES,2011-10-01,,,,,
M1ND,4,OPERATION OF SEWAGE AND WASTE FACILITIES,2011-10-01,,,,,
M1NE,4,OPERATION OF WATER SUPPLY FACILITIES,2011-10-01,,,,,
M1NZ,4,OPERATION OF OTHER UTILITIES,2011-10-01,,,,,
M1PA,4,OPERATION OF RECREATION FACILITIES (NON-BUILDING),2011-10-01,,,,,
M1PB,4,OPERATION OF EXHIBIT DESIGN (NON-BUILDING),2011-10-01,,,,,
M1PC,4,OPERATION OF UNIMPROVED REAL PROPERTY (LAND),2011-10-01,,,,,
M1PD,4,OPERATION OF WASTE TREATMENT AND STORAGE FACILITIES,2011-10-01,,,,,
M1PZ,4,OPERATION OF OTHER NON-BUILDING FACILITIES,2011-10-01,,,,,
M1QA,4,OPERATION OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),2011-10-01,,,,,"ALL ACTIONS NECESSARY TO RESTORE, REHABILITATE, OR RECLAIM PROPERTY"
M2,2,OPERATE GOV OWNED NONBUILDING FACIL,1979-10-01,,,,,
M3,2,OPERATE RESTORATION ACTIVITIES,1979-10-01,,,,,
N,1,INSTALLATION OF EQUIPMENT,1979-10-01,,,,,
N0,2,INSTALLATION OF EQUIPMENT,1979-10-01,,,,,
N010,4,INSTALLATION OF EQUIPMENT- WEAPONS,2011-10-01,,Installation of Equipment: Weapons,,,
N011,4,INSTALLATION OF EQUIPMENT- NUCLEAR ORDNANCE,2011-10-01,,Installation of Equipment: Nuclear Ordnance,,,
N012,4,INSTALLATION OF EQUIPMENT- FIRE CONTROL EQUIPMENT,2011-10-01,,Installation of Equipment: Fire Control Equipment,,,
N013,4,INSTALLATION OF EQUIPMENT- AMMUNITION AND EXPLOSIVES,2011-10-01,,Installation of Equipment: Ammunition and Explosives,,,
N014,4,INSTALLATION OF EQUIPMENT- GUIDED MISSILES,2011-10-01,,Installation of Equipment: Guided Missiles,,,
N015,4,INSTALLATION OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,2011-10-01,,Installation of Equipment: Aircraft and Airframe Structural Components,,,
N016,4,INSTALLATION OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,2011-10-01,,Installation of Equipment: Aircraft Components and Accessories,,,
N017,4,"INSTALLATION OF EQUIPMENT- AIRCRAFT LAUNCHING, LANDING, AND GROUND HANDLING EQUIPMENT",2011-10-01,,"Installation of Equipment: Aircraft Launching, Landing, and Ground Handling Equipment",,,
N018,4,INSTALLATION OF EQUIPMENT- SPACE VEHICLES,2011-10-01,,Installation of Equipment: Space Vehicles,,,
N019,4,"INSTALLATION OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS",2011-10-01,,"Installation of Equipment: Ships, Small Craft, Pontoons, and Floating Docks",,,
N020,4,INSTALLATION OF EQUIPMENT- SHIP AND MARINE EQUIPMENT,2011-10-01,,Installation of Equipment: Ship and Marine Equipment,,,
N022,4,INSTALLATION OF EQUIPMENT- RAILWAY EQUIPMENT,2011-10-01,,Installation of Equipment: Railway Equipment,,,
N023,4,"INSTALLATION OF EQUIPMENT- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES",2011-10-01,,"Installation of Equipment: Ground Effect Vehicles, Motor Vehicles, Trailers, and Cycles",,,
N024,4,INSTALLATION OF EQUIPMENT- TRACTORS,2011-10-01,,Installation of Equipment: Tractors,,,
N025,4,INSTALLATION OF EQUIPMENT- VEHICULAR EQUIPMENT COMPONENTS,2011-10-01,,Installation of Equipment: Vehicular Equipment Components,,,
N026,4,INSTALLATION OF EQUIPMENT- TIRES AND TUBES,2011-10-01,,Installation of Equipment: Tires and Tubes,,,
N028,4,"INSTALLATION OF EQUIPMENT- ENGINES, TURBINES, AND COMPONENTS",2011-10-01,,"Installation of Equipment: Engines, Turbines, and Components",,,
N029,4,INSTALLATION OF EQUIPMENT- ENGINE ACCESSORIES,2011-10-01,,Installation of Equipment: Engine Accessories,,,
N030,4,INSTALLATION OF EQUIPMENT- MECHANICAL POWER TRANSMISSION EQUIPMENT,2011-10-01,,Installation of Equipment: Mechanical Power Transmission Equipment,,,
N031,4,INSTALLATION OF EQUIPMENT- BEARINGS,2011-10-01,,Installation of Equipment: Bearings,,,
N032,4,INSTALLATION OF EQUIPMENT- WOODWORKING MACHINERY AND EQUIPMENT,2011-10-01,,Installation of Equipment: Woodworking Machinery and Equipment,,,
N034,4,INSTALLATION OF EQUIPMENT- METALWORKING MACHINERY,2011-10-01,,Installation of Equipment: Metalworking Machinery,,,
N035,4,INSTALLATION OF EQUIPMENT- SERVICE AND TRADE EQUIPMENT,2011-10-01,,Installation of Equipment: Service and Trade Equipment,,,
N036,4,INSTALLATION OF EQUIPMENT- SPECIAL INDUSTRY MACHINERY,2011-10-01,,Installation of Equipment: Special Industry Machinery,,,
N037,4,INSTALLATION OF EQUIPMENT- AGRICULTURAL MACHINERY AND EQUIPMENT,2011-10-01,,Installation of Equipment: Agricultural Machinery and Equipment,,,
N038,4,"INSTALLATION OF EQUIPMENT- CONSTRUCTION, MINING, EXCAVATING, AND HIGHWAY MAINTENANCE EQUIPMENT",2011-10-01,,"Installation of Equipment: Construction, Mining, Excavating, and Highway Maintenance Equipment",,,
N039,4,INSTALLATION OF EQUIPMENT- MATERIALS HANDLING EQUIPMENT,2011-10-01,,Installation of Equipment: Materials Handling Equipment,,,
N040,4,"INSTALLATION OF EQUIPMENT- ROPE, CABLE, CHAIN, AND FITTINGS",2011-10-01,,"Installation of Equipment: Rope, Cable, Chain, and Fittings",,,
N041,4,"INSTALLATION OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT",2011-10-01,,"Installation of Equipment: Refrigeration, Air Conditioning, and Air Circulating Equipment",,,
N042,4,INSTALLATION OF EQUIPMENT- FIRE FIGHTING/RESCUE/SAFETY EQUIPMENT; ENVIRON PROTECT EQUIPMENT/MATLS,2011-10-01,,"Installation of Equipment: Fire Fighting, Rescue, and Safety Equipment; and Environmental Protection Equipment and Materials",,,
N043,4,INSTALLATION OF EQUIPMENT- PUMPS AND COMPRESSORS,2011-10-01,,Installation of Equipment: Pumps and Compressors,,,
N044,4,"INSTALLATION OF EQUIPMENT- FURNACE, STEAM PLANT, AND DRYING EQUIPMENT; NUCLEAR REACTORS",2011-10-01,,"Installation of Equipment: Furnace, Steam Plant, and Drying Equipment; and Nuclear Reactors",,,
N045,4,"INSTALLATION OF EQUIPMENT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT",2011-10-01,,"Installation of Equipment: Plumbing, Heating, and Waste Disposal Equipment",,,
N046,4,INSTALLATION OF EQUIPMENT- WATER PURIFICATION AND SEWAGE TREATMENT EQUIPMENT,2011-10-01,,Installation of Equipment: Water Purification and Sewage Treatment Equipment,,,
N047,4,"INSTALLATION OF EQUIPMENT- PIPE, TUBING, HOSE, AND FITTINGS",2011-10-01,,"Installation of Equipment: Pipe, Tubing, Hose, and Fittings",,,
N048,4,INSTALLATION OF EQUIPMENT- VALVES,2011-10-01,,Installation of Equipment: Valves,,,
N049,4,INSTALLATION OF EQUIPMENT- MAINTENANCE AND REPAIR SHOP EQUIPMENT,2011-10-01,,Installation of Equipment: Maintenance and Repair Shop Equipment,,,
N051,4,INSTALLATION OF EQUIPMENT- HAND TOOLS,2011-10-01,,Installation of Equipment: Hand Tools,,,
N052,4,INSTALLATION OF EQUIPMENT- MEASURING TOOLS,2011-10-01,,Installation of Equipment: Measuring Tool,,,
N053,4,INSTALLATION OF EQUIPMENT- HARDWARE AND ABRASIVES,2011-10-01,,Installation of Equipment: Hardware and Abrasives,,,
N054,4,INSTALLATION OF EQUIPMENT- PREFABRICATED STRUCTURES  AND SCAFFOLDING,2011-10-01,,Installation of Equipment: Prefabricated Structures  and Scaffolding,,,
N055,4,"INSTALLATION OF EQUIPMENT- LUMBER, MILLWORK, PLYWOOD, AND VENEER",2011-10-01,,"Installation of Equipment: Lumber, Millwork, Plywood, and Veneer",,,
N056,4,INSTALLATION OF EQUIPMENT- CONSTRUCTION AND BUILDING MATERIALS,2011-10-01,,Installation of Equipment: Construction and Building Materials,,,
N058,4,"INSTALLATION OF EQUIPMENT- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT",2011-10-01,,"Installation of Equipment: Communication, Detection, and Coherent Radiation Equipment",,,
N059,4,INSTALLATION OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,2011-10-01,,Installation of Equipment: Electrical and Electronic Equipment Components,,,
N060,4,"INSTALLATION OF EQUIPMENT- FIBER OPTICS MATERIALS, COMPONENTS, ASSEMBLIES, AND ACCESSORIES",2011-10-01,,"Installation of Equipment: Fiber Optics Materials, Components, Assemblies, and Accessories",,,
N061,4,INSTALLATION OF EQUIPMENT- ELECTRIC WIRE AND POWER DISTRIBUTION EQUIPMENT,2011-10-01,,"Installation of Equipment: Electric Wire, and Power and Distribution Equipment",,,
N062,4,INSTALLATION OF EQUIPMENT- LIGHTING FIXTURES AND LAMPS,2011-10-01,,Installation of Equipment: Lighting Fixtures and Lamps,,,
N063,4,"INSTALLATION OF EQUIPMENT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",2011-10-01,,"Installation of Equipment: Alarm, Signal, and Security Detection Systems",,,
N065,4,"INSTALLATION OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",2011-10-01,,"Installation of Equipment: Medical, Dental, and Veterinary Equipment and Supplies",,,
N066,4,INSTALLATION OF EQUIPMENT- INSTRUMENTS AND LABORATORY EQUIPMENT,2011-10-01,,Installation of Equipment: Instruments and Laboratory Equipment,,,
N067,4,INSTALLATION OF EQUIPMENT- PHOTOGRAPHIC EQUIPMENT,2011-10-01,,Installation of Equipment: Photographic Equipment,,,
N068,4,INSTALLATION OF EQUIPMENT- CHEMICALS AND CHEMICAL PRODUCTS,2011-10-01,,Installation of Equipment: Chemicals and Chemical Products,,,
N069,4,INSTALLATION OF EQUIPMENT- TRAINING AIDS AND DEVICES,2011-10-01,,Installation of Equipment: Training Aids and Devices,,,
N070,4,INSTALLATION OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT,2011-10-01,,"Installation of Equipment: Automatic Data Processing Equipment (Including  Firmware), Software, Supplies and Support Equipment",,,
N071,4,INSTALLATION OF EQUIPMENT- FURNITURE,2011-10-01,,Installation of Equipment: Furniture,,,
N072,4,INSTALLATION OF EQUIPMENT- HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES,2011-10-01,,Installation of Equipment: Household and Commercial Furnishings and Appliances,,,
N073,4,INSTALLATION OF EQUIPMENT- FOOD PREPARATION AND SERVING EQUIPMENT,2011-10-01,,Installation of Equipment: Food Preparation and Serving Equipment,,,
N074,4,"INSTALLATION OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",2011-10-01,,"Installation of Equipment: Office Machines, Text Processing Systems and Visible Record Equipment",,,
N075,4,INSTALLATION OF EQUIPMENT- OFFICE SUPPLIES AND DEVICES,2011-10-01,,Installation of Equipment: Office Supplies and Devices,,,
N076,4,"INSTALLATION OF EQUIPMENT- BOOKS, MAPS, AND OTHER PUBLICATIONS",2011-10-01,,"Installation of Equipment: Books, Maps, and Other Publications",,,
N077,4,INSTALLATION OF EQUIPMENT- MUSICAL INST/PHONOGRAPH/HOME RADIO,2011-10-01,,"Installation of Equipment: Musical Instruments, Phonographs, and Home Type Radios",,,
N078,4,INSTALLATION OF EQUIPMENT- RECREATIONAL AND ATHLETIC EQUIPMENT,2011-10-01,,Installation of Equipment: Recreational and Athletic Equipment,,,
N079,4,INSTALLATION OF EQUIPMENT- CLEANING EQUIPMENT AND SUPPLIES,2011-10-01,,Installation of Equipment: Cleaning Equipment and Supplies,,,
N080,4,"INSTALLATION OF EQUIPMENT- BRUSHES, PAINTS, SEALERS, AND ADHESIVES",2011-10-01,,"Installation of Equipment: Brushes, Paints, Sealers, and Adhesives",,,
N081,4,"INSTALLATION OF EQUIPMENT- CONTAINERS, PACKAGING, AND PACKING SUPPLIES",2011-10-01,,"Installation of Equipment: Containers, Packaging, and Packing Supplies",,,
N083,4,"INSTALLATION OF EQUIPMENT- TEXTILES, LEATHER, FURS, APPAREL AND SHOE FINDINGS, TENTS AND FLAGS",2011-10-01,,"Installation of Equipment: Textiles, Leather, Furs, Apparel and Shoe Findings, Tents and Flags",,,
N084,4,"INSTALLATION OF EQUIPMENT- CLOTHING, INDIVIDUAL EQUIPMENT, AND INSIGNIA",2011-10-01,,"Installation of Equipment: Clothing, Individual Equipment, and Insignia",,,
N085,4,INSTALLATION OF EQUIPMENT- TOILETRIES,2011-10-01,,Installation of Equipment: Toiletries,,,
N087,4,INSTALLATION OF EQUIPMENT- AGRICULTURAL SUPPLIES,2011-10-01,,Installation of Equipment: Agricultural Supplies,,,
N088,4,INSTALLATION OF EQUIPMENT- LIVE ANIMALS,2011-10-01,,Installation of Equipment: Live Animals,,,
N089,4,INSTALLATION OF EQUIPMENT- SUBSISTENCE,2011-10-01,,Installation of Equipment: Subsistence,,,
N091,4,"INSTALLATION OF EQUIPMENT- FUELS, LUBRICANTS, OILS, AND WAXES",2011-10-01,,"Installation of Equipment: Fuels, Lubricants, Oils, and Waxes",,,
N093,4,INSTALLATION OF EQUIPMENT- NONMETALLIC FABRICATED MATERIALS,2011-10-01,,Installation of Equipment: Nonmetallic Fabricated Materials,,,
N094,4,INSTALLATION OF EQUIPMENT- NONMETALLIC CRUDE MATERIALS,2011-10-01,,Installation of Equipment: Nonmetallic Crude Materials,,,
N095,4,"INSTALLATION OF EQUIPMENT- METAL BARS, SHEETS, AND SHAPES",2011-10-01,,"Installation of Equipment: Metal Bars, Sheets, and Shapes",,,
N096,4,"INSTALLATION OF EQUIPMENT- ORES, MINERALS, AND THEIR PRIMARY PRODUCTS",2011-10-01,,"Installation of Equipment: Ores, Minerals, and Their Primary Products",,,
N099,4,INSTALLATION OF EQUIPMENT- MISCELLANEOUS,2011-10-01,,Installation of Equipment: Miscellaneous,,,
P,1,SALVAGE SERVICES,1979-10-01,,,,,
P1,2,DISPOSAL OF EXCESS/SURPLUS PROPERTY,1979-10-01,,,,,
P100,4,SALVAGE- PREPARATION AND DISPOSAL OF EXCESS/SURPLUS PROPERTY,2011-10-01,,Preparation and Disposal of Excess and Surplus Property,,,
P2,2,SALVAGE OF AIRCRAFT,1979-10-01,,,,,
P200,4,SALVAGE- AIRCRAFT,2011-10-01,,Salvage of Aircraft,,,
P3,2,SALVAGE OF MARINE VESSELS,1979-10-01,,,,,
P300,4,SALVAGE- MARINE VESSELS,2011-10-01,,Salvage of Marine Vessels,,,
P4,2,DEMOLITION OF BUILDINGS,1979-10-01,,,,,
P400,4,SALVAGE- DEMOLITION OF BUILDINGS,2011-10-01,,Demolition of Buildings,,,
P5,2,DEMOLITION OF NONBUILDING FACILITY,1979-10-01,,,,,
P500,4,SALVAGE- DEMOLITION OF STRUCTURES/FACILITIES (OTHER THAN BUILDINGS),2011-10-01,,Demolition of Structures or Facilities (Other than Buildings),,,
P9,2,OTHER SALVAGE SERVICES,1979-10-01,,,,,
P999,4,SALVAGE- OTHER,2011-10-01,,Other Salvage Services,,,
Q,1,MEDICAL SERVICES,1979-10-01,,,,,
Q1,2,DEPENDENT MEDICARE SERVICES,1979-10-01,,,,,
Q101,4,MEDICAL- DEPENDENT MEDICARE,2011-10-01,,Dependent Medicare Services,,,
Q2,2,GENERAL HEALTH CARE SERVICES,1979-10-01,,,,,
Q201,4,MEDICAL- GENERAL HEALTH CARE,2011-10-01,,General Health Care Services,,,
Q3,2,LABORATORY TESTING SERVICES,1979-10-01,,,,,
Q301,4,MEDICAL- LABORATORY TESTING,2011-10-01,,Laboratory Testing Services,,,
Q4,2,"NURSING, NURSING HOME, EVAL/SCREEN",1979-10-01,,,,,
Q401,4,MEDICAL- NURSING,2011-10-01,,Nursing Services,,,
Q402,4,MEDICAL- NURSING HOME CARE CONTRACTS,2011-10-01,,Nursing Home Care Contracts,,,
Q403,4,MEDICAL- EVALUATION/SCREENING,2011-10-01,,Evaluation and Screening,,,
Q5,2,"MEDICAL, DENTAL, AND SURGICAL SVCS",1979-10-01,,,,,
Q501,4,MEDICAL- ANESTHESIOLOGY,2011-10-01,,Anesthesiology Services,,,
Q502,4,MEDICAL- CARDIO-VASCULAR,2011-10-01,,Cardio-Vascular Services,,,
Q503,4,MEDICAL- DENTISTRY,2011-10-01,,Dentistry Services,,,
Q504,4,MEDICAL- DERMATOLOGY,2011-10-01,,Dermatology Services,,,
Q505,4,MEDICAL- GASTROENTEROLOGY,2011-10-01,,Gastroenterology Services,,,
Q506,4,MEDICAL- GERIATRIC,2011-10-01,,Geriatric Services,,,
Q507,4,MEDICAL- GYNECOLOGY,2011-10-01,,Gynecology Services,,,
Q508,4,MEDICAL- HEMATOLOGY,2011-10-01,,Hematology Services,,,
Q509,4,MEDICAL- INTERNAL MEDICINE,2011-10-01,,Internal Medicine Services,,,
Q510,4,MEDICAL- NEUROLOGY,2011-10-01,,Neurology Services,,,
Q511,4,MEDICAL- OPHTHALMOLOGY,2011-10-01,,Ophthalmology Services,,,
Q512,4,MEDICAL- OPTOMETRY,2011-10-01,,Optometry Services,,,
Q513,4,MEDICAL- ORTHOPEDIC,2011-10-01,,Orthopedic Services,,,
Q514,4,MEDICAL- OTOLARYNGOLOGY,2011-10-01,,Otolaryngology Services,,,
Q515,4,MEDICAL- PATHOLOGY,2011-10-01,,Pathology Services,,,
Q516,4,MEDICAL- PEDIATRIC,2011-10-01,,Pediatric Services,,,
Q517,4,MEDICAL- PHARMACOLOGY,2011-10-01,,Pharmacology Services,,,
Q518,4,MEDICAL- PHYSICAL MEDICINE/REHABILITATION,2011-10-01,,Physical Medicine and Rehabilitation Services,,,
Q519,4,MEDICAL- PSYCHIATRY,2011-10-01,,Psychiatry Services,,,
Q520,4,MEDICAL- PODIATRY,2011-10-01,,Podiatry Services,,,
Q521,4,MEDICAL- PULMONARY,2011-10-01,,Pulmonary Services,,,
Q522,4,MEDICAL- RADIOLOGY,2011-10-01,,Radiology Services,,,
Q523,4,MEDICAL- SURGERY,2011-10-01,,Surgery Services,,,
Q524,4,MEDICAL- THORACIC,2011-10-01,,Thoracic Services,,,
Q525,4,MEDICAL- UROLOGY,2011-10-01,,Urology Services,,,
Q526,4,MEDICAL- MEDICAL/PSYCHIATRIC CONSULTATION,2011-10-01,,Medical/Psychiatric Consultation Services,,,
Q527,4,MEDICAL- NUCLEAR MEDICINE,2011-10-01,,Nuclear Medicine,,,
Q6,2,CERTIFIED MEDICAL SUPPORT,2015-10-01,,Certified Medical Support,,,
Q601,4,MEDICAL CODING AND AUDITING,2015-10-01,,Medical Coding and Auditing,,,
Q602,4,MEDICAL RECORDS,2015-10-01,,Medical Records,,,
Q603,4,MEDICAL TRANSCRIPTIONS,2015-10-01,,Medical Transcriptions,,,
Q7,2,SPECIALIZED TECHNICAL/ MEDICAL SUPPORT,2015-10-01,,Specialized Technical/ Medical Support,,,
Q701,4,SPECIALIZED MEDICAL SUPPORT,2015-10-01,,Specialized  Medical Support,,,"Medical billing, third party liability, tumor registar, referral management, medical evaluation board, nursing support; no direct patient care."
Q702,4,TECHNICAL MEDICAL SUPPORT,2015-10-01,,Technical Medical Support,,,"Medical logistics, biomedical equipment, occupational/public health, medical supply, medical readiness."
Q8,2,CLERICAL MEDICAL SUPPORT,2015-10-01,,Clerical Medical Support,,,
Q801,4,MEDICAL APPOINTING SERVICES,2015-10-01,,Medical Appointing Services,,,
Q802,4,CLERICAL MEDICAL SUPPORT,2015-10-01,,Clerical Medical Support,,,"Office/ward clerks, admission and disposition, medical secretaries, and healthcare program assistants."
Q9,2,OTHER MEDICAL SERVICES,1979-10-01,,,,,
Q999,4,MEDICAL- OTHER,2011-10-01,,Other Medical Services,,,
R,1,"SUPPORT SVCS (PROF, ADMIN, MGMT)",1979-10-01,,,,,
R1,2,BUILDINGS AND FACILITIES (OBSOLETE),1979-10-01,,,,,
R2,2,ARCHITECT-ENGINEER (OBSOLETE CODES),1979-10-01,,,,,
R3,2,ADP SERVICES (OBSOLETE CODES),1979-10-01,,,,,
R4,2,PROFESSIONAL SERVICES,1979-10-01,,,,,
R401,4,SUPPORT- PROFESSIONAL: PERSONAL CARE (NON-MEDICAL),2011-10-01,,"Personal Care Services (includes such services as barber and beauty shop, shoe repairs, tailoring, etc.)",,,
R402,4,SUPPORT- PROFESSIONAL: REAL ESTATE BROKERAGE,2011-10-01,,Real Estate Brokerage Services,,,
R404,4,SUPPORT- PROFESSIONAL: LAND SURVEYS-CADASTRAL (NON-CONSTRUCTION),2011-10-01,,"Land Surveys, Cadastral Services (non-construction)",,,
R405,4,SUPPORT- PROFESSIONAL: OPERATIONS RESEARCH/QUANTITATIVE ANALYSIS,2011-10-01,,Operations Research and Quantitative Analysis Services,,,
